title,meal_block,description,calories_estimate,goal_tags,fitness_level_min,fitness_level_max,nova_max,foods
Yogur con fresas tarde,merienda,Yogur con fresas frescas,160,general_health|fat_loss,1,5,2,"Yogur, natural|Fresa, crudo"
Yogur descremado solo,merienda,Yogur descremado sin azúcar,80,fat_loss,1,5,2,"Yogur, natural, desnatado"
Batido de banano tarde,merienda,Batido pequeño de banano con leche descremada,160,general_health|fat_loss,1,5,2,"Banano, Manzana, cruda|Leche, de vaca, desnatado, UHT"
Batido de fresa con leche,merienda,Fresas licuadas con leche,130,general_health|fat_loss,1,5,2,"Fresa, crudo|Leche, de vaca, desnatado, UHT"
Batido de mango tarde,merienda,Mango licuado con agua y limón,110,general_health|fat_loss,1,5,1,"Mango, Tommy Atkins, cruda"
Batido de papaya,merienda,Papaya licuada con leche descremada,140,general_health|fat_loss,1,5,2,"Papaya, Formosa, crudo|Leche, de vaca, desnatado, UHT"
Batido tropical pequeño,merienda,"Mango, piña y maracuyá con agua",130,general_health|fat_loss,1,5,1,"Mango, Tommy Atkins, cruda|Piña, crudo|Maracuyá, crudo"
Smoothie verde tarde,merienda,"Espinaca, manzana y kiwi licuados",110,general_health|fat_loss,1,5,1,"Espinaca, Nova Zelândia, crudo|Manzana, Fuji, con casca, cruda|Kiwi, crudo"
Leche tibia con cacao,merienda,Leche descremada con cacao y canela,130,general_health|fat_loss,1,5,3,"Leche, de vaca, desnatado, UHT"
Yogur con maní triturado,merienda,Yogur natural con maní triturado,200,general_health|muscle_gain,1,5,3,"Yogur, natural|Maní, tostado, salado"
Yogur con mango tarde,merienda,Yogur natural con cubos de mango,160,general_health|fat_loss,1,5,2,"Yogur, natural|Mango, Tommy Atkins, cruda"
Yogur con kiwi y fresa,merienda,Yogur natural con kiwi y fresa,170,general_health|fat_loss,1,5,2,"Yogur, natural|Kiwi, crudo|Fresa, crudo"
Vaso de leche con miel,merienda,Leche tibia con miel para relajar,130,general_health,1,5,2,"Leche, de vaca, integral"
Café con leche tarde,merienda,"Café con leche, porción mediana",100,general_health,1,5,2,"Leche, de vaca, integral"
Chocolate con leche,merienda,Chocolate caliente con leche descremada,160,general_health,1,5,3,"Leche, de vaca, desnatado, UHT"
Batido proteico con cacao,merienda,Proteína con cacao y leche descremada,220,fat_loss|muscle_gain,3,5,3,"Leche, de vaca, desnatado, UHT"
Yogur con guayaba,merienda,Yogur con guayaba madura,180,general_health,1,5,2,"Yogur, natural|Guayaba, vermelha, con casca, cruda"
Queso fresco con galletas,merienda,Queso fresco con galletas integrales,200,general_health,1,5,3,"Queso, minas, meia cura"
Smoothie de papaya y banano,merienda,Papaya con banano y leche descremada,200,general_health|fat_loss,1,5,2,"Papaya, Formosa, crudo|Banano, Manzana, cruda|Leche, de vaca, desnatado, UHT"
Batido de proteína con maní,merienda,Proteína con maní y leche descremada,280,fat_loss|muscle_gain,3,5,3,"Maní, tostado, salado|Leche, de vaca, desnatado, UHT"
Vaso de kefir natural,merienda,Kefir casero sin azúcar,100,general_health|fat_loss,1,5,2,
Helado casero de banano,merienda,Banano congelado batido tipo helado,120,general_health|fat_loss,1,5,2,"Banano, Manzana, cruda"
Yogur con avena y fresa,merienda,Yogur con avena cruda y fresa,200,general_health|fat_loss,1,5,2,"Yogur, natural|Avena, hojuelas, cruda|Fresa, crudo"
Mix energético tarde,merienda,"Maní, marañón y pasas",200,general_health|muscle_gain,1,5,1,"Maní, tostado, salado|castaña-de-Marañón, tostada, salada"
Castañas con manzana,merienda,Castaña del brasil con manzana,220,general_health|muscle_gain,1,5,1,"castaña-do-Brasil, cruda|Manzana, Fuji, con casca, cruda"
Bola energética casera,merienda,"Bolita de avena, maní y cacao",200,general_health|muscle_gain,1,5,2,"Avena, hojuelas, cruda|Maní, tostado, salado"
Marañón con yogur,merienda,Yogur con marañón triturado,220,general_health|muscle_gain,1,5,2,"Yogur, natural|castaña-de-Marañón, tostada, salada"
Granola con leche descremada,merienda,Granola casera con leche,220,general_health|fat_loss,1,5,2,"Avena, hojuelas, cruda|Leche, de vaca, desnatado, UHT"
Trail mix andino,merienda,"Marañón, castaña y pasas",230,general_health|muscle_gain,1,5,1,"castaña-de-Marañón, tostada, salada|castaña-do-Brasil, cruda"
Pasas con maní,merienda,Pasas con maní triturado,180,general_health|muscle_gain,1,5,1,"Maní, tostado, salado"
Coco rallado con marañón,merienda,Coco con marañón y miel,220,general_health|muscle_gain,1,5,2,"Coco, crudo|castaña-de-Marañón, tostada, salada"
Yogur con frutos secos,merienda,"Yogur con mix de marañón, castaña y maní",240,general_health|muscle_gain,1,5,2,"Yogur, natural|castaña-de-Marañón, tostada, salada|castaña-do-Brasil, cruda|Maní, tostado, salado"
Mantequilla de maní con manzana,merienda,Manzana con cucharada de maní,220,general_health|muscle_gain,1,5,3,"Manzana, Fuji, con casca, cruda|Maní, tostado, salado"
Marañón con cacao,merienda,Marañón con cubitos de cacao puro,200,general_health|muscle_gain,1,5,3,"castaña-de-Marañón, tostada, salada"
Mix de semillas y avena,merienda,Avena con semillas de chía y girasol,200,general_health|fat_loss,1,5,2,"Avena, hojuelas, cruda"
Maní crudo con miel,merienda,Maní crudo con un toque de miel,200,general_health|muscle_gain,1,5,2,"Maní, tostado, salado"
Castaña del Brasil sola,merienda,Tres castañas del Brasil crudas,200,general_health|muscle_gain,1,5,1,"castaña-do-Brasil, cruda"
Coco fresco con miel,merienda,Trozos de coco con miel,180,general_health,1,5,1,"Coco, crudo"
Marañón solo,merienda,Porción de marañón tostado,170,general_health|muscle_gain,1,5,2,"castaña-de-Marañón, tostada, salada"
Maní con pasas y semillas,merienda,Maní con pasas y semillas de girasol,220,general_health|muscle_gain,1,5,2,"Maní, tostado, salado"
Granola con yogur descremado,merienda,Yogur descremado con granola crujiente,200,general_health|fat_loss,1,5,2,"Yogur, natural, desnatado|Avena, hojuelas, cruda"
Bola de cacao y coco,merienda,Bolita energética de cacao y coco,200,general_health,1,5,3,"Coco, crudo"
Marañón con pasas y manzana,merienda,Marañón con manzana picada y pasas,220,general_health|muscle_gain,1,5,1,"castaña-de-Marañón, tostada, salada|Manzana, Fuji, con casca, cruda"
Avena con coco rallado,merienda,Avena cruda con coco y miel,220,general_health,1,5,2,"Avena, hojuelas, cruda|Coco, crudo"
Mix de nueces variadas,merienda,Marañón y castañas variadas,200,general_health|muscle_gain,1,5,1,"castaña-de-Marañón, tostada, salada|castaña-do-Brasil, cruda"
Bolas de avena y banano,merienda,Bolitas de avena con banano y maní,240,general_health|muscle_gain,1,5,2,"Avena, hojuelas, cruda|Banano, Manzana, cruda|Maní, tostado, salado"
Marañón con cacao y miel,merienda,Marañón con cacao puro y miel,220,general_health|muscle_gain,1,5,3,"castaña-de-Marañón, tostada, salada"
Coco con yogur natural,merienda,Yogur con coco rallado y miel,220,general_health,1,5,2,"Yogur, natural|Coco, crudo"
Tostada con aguacate tarde,merienda,Pan integral con aguacate y limón,170,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Aguacate, crudo"
Tostada con atún ligero,merienda,Pan integral con atún en agua,200,fat_loss|muscle_gain,2,5,3,"Pan, Trigo, forma, integral|Atún, conserva en Aceite vegetal"
Tostada con queso y tomate tarde,merienda,Pan integral con queso y tomate,180,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Queso, minas, meia cura|Tomate, con semilla, crudo"
Tostada con maní tarde,merienda,Pan integral con maní y banano,240,general_health|muscle_gain,1,5,3,"Pan, Trigo, forma, integral|Maní, tostado, salado|Banano, Manzana, cruda"
Tostada con sardina,merienda,Pan integral con sardinas y limón,200,general_health|muscle_gain,2,5,3,"Pan, Trigo, forma, integral|Sardina, conserva en Aceite vegetal"
Galletas con mermelada tarde,merienda,Galletas saladas con mermelada de fresa,160,general_health,1,5,3,"Fresa, crudo"
Galletas con queso campesino,merienda,Galletas con queso campesino fresco,200,general_health,1,5,3,"Queso, minas, meia cura"
Tostada con palta y tomate tarde,merienda,Pan integral con palta y tomate cherry,200,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Aguacate, crudo|Tomate, con semilla, crudo"
Tostada con huevo cocido tarde,merienda,Pan integral con huevo cocido y limón,220,general_health|muscle_gain,1,5,2,"Pan, Trigo, forma, integral|Huevo, de gallina, entero, cocido/10minutos"
Tostada con hummus tarde,merienda,Pan integral con hummus de garbanzo,200,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Garbanzo, crudo"
Tostada con ricota y miel,merienda,Pan integral con ricota y miel,200,general_health,1,5,2,"Pan, Trigo, forma, integral|Queso, ricota"
Galleta de arroz con maní tarde,merienda,Galleta de arroz con maní,180,general_health|muscle_gain,1,5,3,"Maní, tostado, salado"
Galletas con queso y guayaba,merienda,Galletas con queso y guayaba,220,general_health,1,5,3,"Queso, minas, meia cura|Guayaba, vermelha, con casca, cruda"
Tostada con champiñones,merienda,Pan integral con champiñones al ajillo,160,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Ajo, crudo"
Tostada con queso ricota tarde,merienda,Pan integral con ricota y tomate,180,general_health,1,5,2,"Pan, Trigo, forma, integral|Queso, ricota|Tomate, con semilla, crudo"
Galletas con queso ricota,merienda,Galletas saladas con queso ricota,200,general_health,1,5,3,"Queso, ricota"
Tostada con clara de huevo tarde,merienda,Pan integral con clara revuelta,160,fat_loss|muscle_gain,2,5,2,"Pan, Trigo, forma, integral|Huevo, de gallina, clara, cocida/10minutos"
Tostada de pan árabe,merienda,Pan árabe con tomate y aceite de oliva,180,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Aceite de oliva, de oliva, extra virgen"
Galletas con jamón y queso,merienda,Galletas con jamón pavo y queso,220,general_health|muscle_gain,1,5,3,"Queso, minas, meia cura"
Tostada con manzana y canela,merienda,Pan integral con manzana y canela,180,general_health,1,5,2,"Pan, Trigo, forma, integral|Manzana, Fuji, con casca, cruda"
Tostada con palta y limón,merienda,Pan integral con aguacate machacado y limón,180,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Aguacate, crudo"
Galleta integral con miel,merienda,Galleta integral con miel,180,general_health,1,5,3,
Tostada francesa pequeña,merienda,Mini tostadas francesas con canela,200,general_health,1,5,2,"Huevo, de gallina, entero, crudo|Leche, de vaca, integral|Pan, Trigo, francês"
Bruschetta de tomate,merienda,"Pan tostado con tomate, ajo y aceite",180,general_health|fat_loss,1,5,2,"Pan, Trigo, forma, integral|Tomate, con semilla, crudo|Ajo, crudo|Aceite de oliva, de oliva, extra virgen"
Galleta cream cracker con palta,merienda,Galletas con aguacate,200,general_health|fat_loss,1,5,2,"Aguacate, crudo"
Zanahoria con hummus tarde,merienda,Bastones de zanahoria con hummus,150,general_health|fat_loss,1,5,2,"Zanahoria, cruda|Garbanzo, crudo"
Pepino con sal y limón,merienda,Pepino fresco con sal en escamas,40,fat_loss,1,5,1,"Pepino, crudo"
Apio con queso ricota tarde,merienda,Bastones de apio rellenos de ricota,140,general_health|fat_loss,1,5,2,"Apio, crudo|Queso, ricota"
Pimentón con hummus tarde,merienda,Pimentón cortado con hummus casero,140,general_health|fat_loss,1,5,2,"Pimiento, vermelho, crudo|Garbanzo, crudo"
Rábanos con sal,merienda,Rábanos crudos con sal,30,fat_loss,1,5,1,"Rábano, crudo"
Brócoli al vapor tarde,merienda,Brócoli al vapor con limón,80,fat_loss,1,5,1,"Brócoli, cocido"
Ensalada de repollo morado,merienda,Repollo morado con limón y aceite,60,fat_loss,1,5,1,"Repollo, roxo, crudo|Aceite de oliva, de oliva, extra virgen"
Pepino con yogur y eneldo tarde,merienda,Pepino con dip de yogur,80,fat_loss,1,5,2,"Pepino, crudo|Yogur, natural"
Aguacate con limón,merienda,Medio aguacate con sal y limón,180,general_health|fat_loss,1,5,1,"Aguacate, crudo"
Tomate cherry con queso,merienda,Tomate cherry con mozzarella,160,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Queso, mozarela"
Coliflor al vapor con vinagreta,merienda,Coliflor con vinagreta de limón,70,fat_loss,1,5,1,"Coliflor, cocida"
Remolacha con yogur,merienda,Remolacha cocida con dip de yogur,100,general_health|fat_loss,1,5,2,"Remolacha, cocida|Yogur, natural"
Espinaca con queso ricota,merienda,Espinaca salteada con queso ricota,150,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Queso, ricota"
Tomates rellenos de atún,merienda,Tomates cherry rellenos de atún,180,fat_loss|muscle_gain,2,5,3,"Tomate, con semilla, crudo|Atún, conserva en Aceite vegetal"
Pinchos de vegetales asados,merienda,"Pinchos de pimentón, berenjena y zanahoria",130,general_health|fat_loss,1,5,2,"Pimiento, vermelho, crudo|Berenjena, cocida|Zanahoria, cocida"
Berenjena salteada al ajillo,merienda,Cubos de berenjena salteados con ajo,100,general_health|fat_loss,1,5,2,"Berenjena, cocida|Ajo, crudo"
Calabaza horneada con canela,merienda,Cubos de auyama horneada con canela,110,general_health|fat_loss,1,5,1,"Calabaza, moranga, cruda"
Zanahoria rallada con limón,merienda,Ensalada simple de zanahoria con limón,60,fat_loss,1,5,1,"Zanahoria, cruda"
Acelga salteada con ajo,merienda,Acelga cruda salteada con ajo,80,fat_loss,1,5,2,"Acelga, cruda|Ajo, crudo"
Ensalada de pepino y tomate tarde,merienda,Pepino y tomate con cebolla,80,fat_loss,1,5,1,"Pepino, crudo|Tomate, con semilla, crudo|Cebolla, cruda"
Mix verde con limón,merienda,Espinaca y lechuga con limón,50,fat_loss,1,5,1,"Espinaca, Nova Zelândia, crudo|Lechuga, americana, cruda"
Tomate con aceite de oliva,merienda,Tomates rebanados con aceite y sal,80,fat_loss,1,5,1,"Tomate, con semilla, crudo|Aceite de oliva, de oliva, extra virgen"
Pimientos asados con ajo,merienda,Pimentones asados con ajo y oliva,120,general_health|fat_loss,1,5,2,"Pimiento, vermelho, crudo|Ajo, crudo|Aceite de oliva, de oliva, extra virgen"
Snack de zanahoria baby,merienda,Zanahorias baby con dip de yogur,80,fat_loss,1,5,2,"Zanahoria, cruda|Yogur, natural"
Aguacate con tomate cherry,merienda,Aguacate con tomate y limón,200,general_health|fat_loss,1,5,1,"Aguacate, crudo|Tomate, con semilla, crudo"
Banano helado con cacao,merienda,Banano congelado con cacao puro,130,general_health|fat_loss,1,5,3,"Banano, Manzana, cruda"
Fresas congeladas batidas,merienda,Fresas congeladas batidas tipo helado,100,general_health|fat_loss,1,5,2,"Fresa, crudo"
Mango congelado batido tarde,merienda,Mango congelado batido tipo sorbete,120,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda"
Pudín de chía con mango,merienda,Pudín de chía con leche y mango,200,general_health|fat_loss,1,5,2,"Leche, de vaca, integral|Mango, Tommy Atkins, cruda"
Manzana al horno con canela tarde,merienda,Manzana asada con canela y nuez,160,general_health,1,5,1,"Manzana, Fuji, con casca, cruda"
Yogur helado casero,merienda,Yogur congelado con fresas,130,general_health|fat_loss,1,5,2,"Yogur, natural|Fresa, crudo"
Compota de manzana casera,merienda,Compota de manzana sin azúcar,130,general_health,1,5,1,"Manzana, Fuji, con casca, cruda"
Arroz con leche pequeño,merienda,Porción pequeña de arroz con leche,220,general_health,1,4,2,"Arroz, tipo 1, cocido|Leche, de vaca, integral"
Postre de gelatina con fruta,merienda,Gelatina natural con frutas,130,general_health|fat_loss,1,5,3,"Fresa, crudo"
Postre de avena con cacao,merienda,Avena cocida con cacao y miel,200,general_health|fat_loss,1,5,3,"Avena, hojuelas, cruda|Leche, de vaca, desnatado, UHT"
Galletas de avena con miel tarde,merienda,Galletas caseras de avena,200,general_health,1,5,2,"Avena, hojuelas, cruda"
Pudín de banano sin azúcar,merienda,Pudín casero de banano con leche,180,general_health,1,5,2,"Banano, Manzana, cruda|Leche, de vaca, integral"
Crema de mango,merienda,Crema fría de mango con yogur,180,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda|Yogur, natural"
Postre de papaya y yogur,merienda,Papaya con yogur y miel,180,general_health|fat_loss,1,5,2,"Papaya, Formosa, crudo|Yogur, natural"
Compota de pera y canela,merienda,Compota de pera con canela,130,general_health,1,5,1,
Mousse de cacao casero,merienda,Mousse de cacao con yogur,180,general_health,1,5,3,"Yogur, natural"
Helado de mango natural,merienda,Helado casero de mango con yogur,160,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda|Yogur, natural"
Mango con chamoy ligero,merienda,Mango con limón y sal de tajín,100,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda"
Yogur con miel y nueces,merienda,Yogur con miel y mix de nueces,240,general_health|muscle_gain,1,5,2,"Yogur, natural|castaña-de-Marañón, tostada, salada"
Pudín de coco,merienda,Pudín de coco con leche descremada,200,general_health,1,5,2,"Coco, crudo|Leche, de vaca, desnatado, UHT"
Compota de guayaba,merienda,Compota de guayaba sin azúcar,130,general_health,1,5,1,"Guayaba, vermelha, con casca, cruda"
Crema de mora con leche,merienda,Crema fría de mora con leche descremada,140,general_health|fat_loss,1,5,2,"Leche, de vaca, desnatado, UHT"
Sorbete de fresa natural,merienda,Fresas congeladas batidas con yogur,130,general_health|fat_loss,1,5,2,"Fresa, crudo|Yogur, natural"
Pudín de chía con frutos rojos,merienda,Pudín de chía con fresa y leche,180,general_health|fat_loss,1,5,2,"Fresa, crudo|Leche, de vaca, integral"
Banano laminado con miel,merienda,Banano con miel y un toque de canela,130,general_health,1,5,1,"Banano, Manzana, cruda"
Caldo de pollo con verduras,cena,Caldo ligero de pollo con zanahoria y apio,240,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Zanahoria, cocida|Apio, crudo"
Sopa de verduras nocturna,cena,Sopa de vegetales de temporada sin carne,180,fat_loss,1,5,1,"Zanahoria, cocida|Apio, crudo|Espinaca, Nova Zelândia, salteado"
Caldo de costilla ligero,cena,Caldo desgrasado de costilla con papa,220,general_health|fat_loss,1,5,2,"Papa, baroa, cocida"
Sopa de espinaca con huevo,cena,Sopa ligera de espinaca con huevo pochado,220,fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Huevo, de gallina, entero, crudo"
Sopa de pollo con cilantro,cena,Caldo de pollo casero con cilantro fresco,240,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida"
Sopa minestrone ligera,cena,Sopa italiana con vegetales y pasta integral,280,general_health|fat_loss,1,5,2,"Pasta/fideo, Trigo, crudo|Zanahoria, cocida|Tomate, con semilla, crudo|Apio, crudo"
Sopa de tomate cremosa,cena,Crema ligera de tomate con albahaca,200,fat_loss,1,5,2,"Tomate, con semilla, crudo"
Caldo de huesos nocturno,cena,Caldo de huesos de res con verduras,220,general_health|fat_loss,1,5,2,"Zanahoria, cocida|Apio, crudo|Cebolla, cruda"
Sopa de fideos ligera,cena,Sopa de fideos con vegetales y pollo,280,general_health|fat_loss,1,5,2,"Pasta/fideo, Trigo, crudo|Pollo, Pechuga, sin piel, cocido"
Sopa de pollo y arroz integral,cena,Caldo de pollo con arroz integral,280,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Arroz, integral, cocido"
Crema de espinaca ligera,cena,Crema de espinaca con leche descremada,220,fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Leche, de vaca, desnatado, UHT"
Crema de zanahoria nocturna,cena,Crema de zanahoria con jengibre,200,general_health|fat_loss,1,5,1,"Zanahoria, cocida"
Crema de auyama nocturna,cena,Crema de auyama con leche de coco,240,general_health|fat_loss,1,5,2,"Calabaza, moranga, cruda|Leche, de coco"
Crema de brócoli liviana,cena,Crema de brócoli con leche descremada,220,fat_loss,1,5,2,"Brócoli, cocido|Leche, de vaca, desnatado, UHT"
Crema de coliflor,cena,Crema de coliflor con un toque de queso,200,general_health|fat_loss,1,5,2,"Coliflor, cocida|Queso, minas, meia cura"
Crema de champiñones liviana,cena,Crema de champiñones con leche descremada,220,general_health|fat_loss,1,5,2,"Leche, de vaca, desnatado, UHT"
Sopa de garbanzos ligera,cena,Sopa de garbanzo con espinaca,300,general_health|fat_loss,1,5,2,"Garbanzo, crudo|Espinaca, Nova Zelândia, salteado"
Sopa de lenteja ligera,cena,Lenteja con verduras y poca grasa,320,general_health|fat_loss,1,5,2,"Lenteja, cocida|Zanahoria, cocida"
Caldo de pescado nocturno,cena,Caldo de merluza con verduras,240,fat_loss,2,5,2,"Merluza, filete, asado|Zanahoria, cocida"
Sopa thai de pollo,cena,Sopa de pollo con leche de coco y limón,280,general_health|fat_loss,2,5,2,"Pollo, Pechuga, sin piel, cocido|Leche, de coco"
Sopa de cebolla francesa,cena,Sopa de cebolla gratinada con queso,240,general_health|fat_loss,1,5,3,"Cebolla, cruda|Queso, mozarela"
Sopa de remolacha,cena,Borscht ligero con remolacha y yogur,200,fat_loss,1,5,2,"Remolacha, cocida|Yogur, natural"
Sopa de calabaza asada,cena,Crema de calabaza con jengibre y leche descremada,220,general_health|fat_loss,1,5,2,"Calabaza, moranga, cruda|Leche, de vaca, desnatado, UHT"
Caldo verde portugués,cena,"Caldo con espinaca, papa y un toque de chorizo",240,general_health|fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Papa, baroa, cocida"
Sopa de quinua ligera,cena,Quinua con vegetales en caldo ligero,240,general_health|fat_loss,1,5,2,"Zanahoria, cocida|Espinaca, Nova Zelândia, salteado"
Sopa de gallina criolla,cena,Caldo de gallina con verduras,280,general_health|fat_loss,1,5,2,"Pollo, Pechuga, con piel, asado|Zanahoria, cocida"
Caldo de pavo con verduras,cena,Caldo de pavo con vegetales y especias,240,fat_loss|muscle_gain,2,5,2,"Zanahoria, cocida|Apio, crudo"
Sopa de salmón,cena,Caldo claro con salmón y verduras,320,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Zanahoria, cocida"
Caldo claro con vegetales,cena,Caldo desgrasado con vegetales variados,150,fat_loss,1,5,1,"Zanahoria, cocida|Apio, crudo|Espinaca, Nova Zelândia, salteado"
Sopa de mariscos ligera,cena,"Sopa con camarones, pescado y limón",320,fat_loss|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Merluza, filete, asado"
Tilapia al vapor con limón,cena,Filete de tilapia al vapor con limón,280,fat_loss,2,5,2,"Merluza, filete, asado"
Salmón al horno con espárragos,cena,Salmón con espárragos y aceite de oliva,360,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Aceite de oliva, de oliva, extra virgen"
Pescado a la plancha con ensalada,cena,Merluza a la plancha con ensalada verde,280,fat_loss,2,5,2,"Merluza, filete, asado|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Camarones al vapor con vegetales,cena,Camarones con brócoli y zanahoria al vapor,300,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Brócoli, cocido|Zanahoria, cocida"
Pescado en papillote,cena,Pescado al horno en papel con vegetales,280,fat_loss,2,5,2,"Merluza, filete, asado|Pimiento, vermelho, crudo|Zanahoria, cocida"
Salmón con espinaca al vapor,cena,Salmón con espinaca al vapor y limón,340,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, crudo"
Sardinas al horno con limón,cena,Sardinas asadas con limón y aceite,300,general_health|muscle_gain,2,5,3,"Sardina, asada"
Atún a la plancha con ensalada,cena,Filete de atún con espinaca y aguacate,320,fat_loss|muscle_gain,3,5,2,"Merluza, filete, asado|Espinaca, Nova Zelândia, crudo|Aguacate, crudo"
Pescado al limón con brócoli,cena,Tilapia con jugo de limón y brócoli,280,fat_loss,2,5,2,"Merluza, filete, asado|Brócoli, cocido"
Camarones al ajillo nocturno,cena,Camarones salteados con ajo y aceite,280,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Ajo, crudo|Aceite de oliva, de oliva, extra virgen"
Salmón con coliflor,cena,Salmón al horno con puré de coliflor,360,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Coliflor, cocida"
Pescado a la mediterránea,cena,"Pescado con tomate, aceitunas y alcaparras",300,fat_loss|muscle_gain,2,5,2,"Merluza, filete, asado|Tomate, con semilla, crudo"
Ceviche de pescado ligero,cena,Pescado curado en limón con cebolla,250,fat_loss,2,5,2,"Merluza, filete, asado|Cebolla, cruda"
Salmón teriyaki ligero,cena,Salmón en salsa teriyaki con vegetales,380,fat_loss|muscle_gain,3,5,3,"Salmón, sin piel, fresco, a la plancha|Brócoli, cocido"
Camarones a la criolla ligeros,cena,"Camarones con tomate, cebolla y pimentón",280,fat_loss|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Tomate, con semilla, crudo|Cebolla, cruda|Pimiento, vermelho, crudo"
Pescado con quinua,cena,Merluza con quinua y vegetales,360,fat_loss|muscle_gain,2,5,2,"Merluza, filete, asado|Brócoli, cocido"
Atún con vegetales asados,cena,Atún a la plancha con berenjena y pimentón,300,fat_loss|muscle_gain,3,5,2,"Berenjena, cocida|Pimiento, vermelho, crudo"
Salmón al pesto,cena,Salmón con pesto casero y ensalada,380,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, crudo"
Camarones con espinaca,cena,Camarones salteados con espinaca y ajo,280,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Espinaca, Nova Zelândia, salteado|Ajo, crudo"
Pescado al curry ligero,cena,Pescado con curry y leche de coco,320,fat_loss|muscle_gain,2,5,2,"Merluza, filete, asado|Leche, de coco"
Sardinas con ensalada,cena,Sardinas con ensalada de lechuga y tomate,280,general_health|muscle_gain,2,5,3,"Sardina, asada|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Atún en lata con vegetales,cena,Atún con espinaca y aguacate,260,fat_loss|muscle_gain,2,5,3,"Atún, conserva en Aceite vegetal|Espinaca, Nova Zelândia, crudo|Aguacate, crudo"
Pescado al horno con tomate,cena,Merluza al horno con tomate y aceitunas,280,fat_loss,2,5,2,"Merluza, filete, asado|Tomate, con semilla, crudo"
Salmón con repollo morado,cena,Salmón con repollo morado salteado,340,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Repollo, roxo, crudo"
Camarones con quinua,cena,Camarones con quinua y vegetales,320,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Brócoli, cocido"
Pollo a la plancha cena,cena,Pechuga a la plancha con ensalada verde,320,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Lechuga, americana, cruda|Tomate, con semilla, crudo"
Pollo al limón nocturno,cena,Pollo a la plancha marinado en limón,300,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha"
Pollo al horno con verduras,cena,Pollo asado con calabacín y zanahoria,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Zanahoria, cocida"
Pollo con brócoli al vapor,cena,Pechuga con brócoli al vapor y limón,320,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido"
Pollo al curry ligero,cena,Pollo en curry con leche de coco light,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Leche, de coco"
Pollo con espinaca y ricota,cena,Pollo relleno de espinaca y ricota,360,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, cocido|Espinaca, Nova Zelândia, salteado|Queso, ricota"
Pollo al ajillo cena,cena,Pollo al ajillo con vegetales asados,340,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Ajo, crudo"
Pollo en salsa de tomate,cena,Pollo en hogao con vegetales,360,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Tomate, con semilla, crudo|Cebolla, cruda"
